fname,label
HIP85365_57502.30947_106432015,1
HIP85365_57502.32461_112516828_OFF,4
HIP86032_57502.36503_96180956_OFF,1
HIP86032_57502.35747_105980797,1
HIP85365_57502.30947_112827373,0
HIP85365_57502.30947_112852139_OFF,0
HIP86032_57502.35747_96213520,1
HIP85582_57502.34127_112803675_OFF,0
HIP85365_57502.30947_106218653_OFF,1
HIP85582_57502.34912_121455271,0
HIP85582_57502.34912_121444867_OFF,5
HIP85582_57502.34127_105967767,1
HIP85365_57502.31704_112315608,0
HIP85365_57502.30947_106240866_OFF,1
HIP86032_57502.36503_90503346_OFF,6
HIP85582_57502.34912_174976513_OFF,1
HIP85582_57502.34912_114325480,2
HIP85365_57502.30947_105943602_OFF,1
HIP86032_57502.36503_114334196,2
HIP85365_57502.30947_106199256_OFF,5
HIP86032_57502.35747_112348763,0
HIP86032_57502.36503_174740842,3
HIP86032_57502.36503_113634770_OFF,2
HIP85365_57502.30947_112540504_OFF,2
HIP85365_57502.30947_106413686_OFF,1
HIP86032_57502.36503_175625231_OFF,1
HIP86032_57502.36503_96246553_OFF,1
HIP85365_57502.32461_112228709,0
HIP86032_57502.35747_97363981_OFF,1
HIP85582_57502.34912_174927844,3
HIP85365_57502.30947_105968631_OFF,1
HIP85365_57502.30947_112937127_OFF,2
HIP86032_57502.36503_96256419_OFF,1
HIP86032_57502.35747_106238596,1
HIP86032_57502.36503_174755302_OFF,3
HIP85365_57502.30947_106348469,1
HIP85582_57502.34127_105946871_OFF,1
HIP86032_57502.35747_97385134_OFF,1
HIP85365_57502.30947_111594254,2
HIP86032_57502.36503_174676303,3
HIP86032_57502.35747_106032290_OFF,1
HIP86032_57502.35747_112977292,2
HIP85365_57502.31704_111599160,4
HIP85365_57502.30947_112546874_OFF,2
HIP86032_57502.35747_158642461,4
HIP85582_57502.34127_112764372_OFF,0
HIP85582_57502.34912_112285019,0
HIP86032_57502.36503_174578618_OFF,3
HIP86032_57502.35747_123606516_OFF,2
HIP85582_57502.34912_113619622_OFF,2
HIP85365_57502.31704_68774143_OFF,0
HIP85365_57502.30947_106180245,1
HIP85365_57502.31704_112307748_OFF,0
HIP85365_57502.32461_112245884,0
HIP86032_57502.35747_106053089,1
HIP85365_57502.30947_112275338,0
HIP85365_57502.30947_112830334_OFF,0
HIP85365_57502.30947_106376311,1
HIP86032_57502.36503_123027531,0
HIP85365_57502.32461_116162130_OFF,0
HIP86032_57502.35747_112956718_OFF,2
HIP85365_57502.32461_112065405,0
HIP86032_57502.36503_113653715_OFF,2
HIP86032_57502.36503_174602948,3
HIP86032_57502.35747_106269990_OFF,1
HIP86032_57502.36503_174735552,3
HIP85365_57502.30947_106139302_OFF,1
HIP85365_57502.30947_105982367,1
HIP85582_57502.34127_112812720,0
HIP86032_57502.36503_90724570_OFF,5
HIP85582_57502.34912_174937014_OFF,1
HIP85582_57502.34912_174957468_OFF,1
HIP86032_57502.37260_106049222_OFF,1
HIP86032_57502.35747_97383723_OFF,1
HIP86032_57502.36503_113662722,0
HIP86032_57502.36503_105956580,1
HIP86032_57502.36503_174645974,3
HIP85365_57502.30947_111596851,0
HIP86032_57502.35747_106195577_OFF,1
HIP86032_57502.37260_105998165,1
HIP85582_57502.34912_174977218_OFF,1
HIP86032_57502.36503_174779989_OFF,3
HIP85365_57502.32461_112078003_OFF,0
HIP85365_57502.30947_106017994,1
HIP85582_57502.34127_112822250,0
HIP85582_57502.34912_175176829_OFF,1
HIP86032_57502.36503_88728533,6
HIP86032_57502.35747_112596898_OFF,2
HIP85582_57502.34127_112843247,0
HIP86032_57502.35747_112950588,4
HIP85365_57502.31704_106291071_OFF,1
HIP85582_57502.34912_122297072_OFF,2
HIP86032_57502.35747_106235781_OFF,1
HIP85582_57502.34912_113632974,2
HIP86032_57502.36503_174823720_OFF,3
HIP86032_57502.36503_114359188_OFF,2
HIP86032_57502.36503_114361937,2
HIP85365_57502.30947_112796684,0
HIP85582_57502.34127_105849443,1
HIP85365_57502.32461_112033532_OFF,0
HIP86032_57502.36503_174632925,3
HIP86032_57502.35747_112991428,2
HIP86032_57502.36503_96214450_OFF,1
HIP85365_57502.30947_106238750,1
HIP85365_57502.32461_112536573,2
HIP85582_57502.34912_114347516,2
HIP85365_57502.30947_106402742_OFF,1
HIP85365_57502.30947_106004934_OFF,1
HIP86032_57502.35747_112589557,2
HIP85582_57502.34912_174982861_OFF,1
HIP85582_57502.34912_96254196,1
HIP85582_57502.34912_174903510_OFF,1
HIP86032_57502.36503_122996084,0
HIP85365_57502.32461_112560992,2
HIP86032_57502.36503_122918668_OFF,0
HIP86032_57502.36503_114349355,2
HIP86032_57502.35747_106088365,1
HIP85365_57502.31704_111591174_OFF,2
HIP86032_57502.35747_106223438_OFF,1
HIP85365_57502.32461_116300055_OFF,0
HIP86032_57502.36503_123032807,0
HIP86032_57502.35747_112955730_OFF,2
HIP86032_57502.35747_112343056,0
HIP85365_57502.30947_112818220_OFF,0
HIP86032_57502.37260_106070108_OFF,1
HIP86032_57502.36503_174847352,3
HIP85582_57502.34127_112861122_OFF,0
HIP86032_57502.35747_123082446_OFF,0
HIP86032_57502.35747_112841197,0
HIP85365_57502.30947_112309849_OFF,0
HIP86032_57502.36503_174827599,3
HIP86032_57502.35747_112338749,0
HIP86032_57502.35747_112583322_OFF,2
HIP86032_57502.35747_112819661_OFF,0
HIP86032_57502.35747_123095265_OFF,0
HIP85582_57502.34127_112851646_OFF,0
HIP86032_57502.36503_114356377,2
HIP85582_57502.34912_106666206,1
HIP85365_57502.31704_112029282_OFF,0
HIP85582_57502.34912_106672554,1
HIP85582_57502.34912_175215425,4
HIP86032_57502.35747_112830537,0
HIP86032_57502.35747_106046750_OFF,1
HIP85365_57502.30947_112542766,2
HIP86032_57502.36503_96150970,1
HIP85365_57502.30947_106262746_OFF,1
HIP86032_57502.36503_174554279_OFF,3
HIP85365_57502.30947_106755772,1
HIP85365_57502.32461_116300055,0
HIP85365_57502.32461_116271678_OFF,0
HIP85582_57502.34912_174949357,3
HIP86032_57502.35747_123062961,0
HIP86032_57502.36503_175629110_OFF,3
HIP86032_57502.36503_174854402_OFF,3
HIP86032_57502.35747_106244245,1
HIP86032_57502.36503_174618465,3
HIP85365_57502.31704_106367627_OFF,1
HIP85582_57502.34912_121459622,4
HIP86032_57502.36503_89884488_OFF,6
HIP85582_57502.34912_114346815,2
HIP85582_57502.34912_121404412_OFF,0
HIP86032_57502.35747_106051336_OFF,1
HIP86032_57502.36503_114372494_OFF,2
HIP85365_57502.31704_68768772,4
HIP85365_57502.30947_112320294_OFF,0
HIP86032_57502.35747_123073293_OFF,0
HIP85582_57502.34127_105868933_OFF,1
HIP86032_57502.36503_123043468_OFF,0
HIP85365_57502.32461_116278436,0
HIP86032_57502.36503_96213745_OFF,1
HIP86032_57502.36503_114370924,2
HIP85365_57502.30947_106278249,1
HIP85582_57502.34127_112843247_OFF,0
HIP85365_57502.31704_106413837_OFF,1
HIP86032_57502.36503_175638985,3
HIP86032_57502.36503_96218339_OFF,1
HIP85582_57502.34127_112802975_OFF,0
HIP85365_57502.32461_112272427,0
HIP85365_57502.31704_112242494_OFF,0
HIP86032_57502.36503_114356828_OFF,2
HIP86032_57502.36503_174790569_OFF,3
HIP85365_57502.32461_112540194_OFF,2
HIP86032_57502.36503_96207039,1
HIP86032_57502.36503_122983383,0
HIP86032_57502.35747_106203341_OFF,1
HIP86032_57502.35747_106007252_OFF,1
HIP86032_57502.35747_106004076,1
HIP85365_57502.31704_106308382,1
HIP86032_57502.36503_174674540,3
HIP85365_57502.30947_105954516,1
HIP86032_57502.35747_106187465_OFF,1
HIP86032_57502.36503_174659375,3
HIP85365_57502.30947_112302796,0
HIP85582_57502.34912_113551207,4
HIP85582_57502.34912_112322599_OFF,0
HIP86032_57502.36503_175611477_OFF,3
HIP85582_57502.34912_106647162_OFF,1
HIP86032_57502.35747_106206862,1
HIP85365_57502.31704_112033213,0
HIP85365_57502.30947_106233484,1
HIP85582_57502.34127_105930097,1
HIP86032_57502.35747_106073905_OFF,1
HIP86032_57502.37260_106033783,1
HIP85582_57502.34912_112312908_OFF,0
HIP85365_57502.31704_90423108,6
HIP86032_57502.36503_174551811_OFF,3
HIP85365_57502.31704_112024975,0
HIP86032_57502.36503_174759534,3
HIP85365_57502.30947_112543279,2
HIP86032_57502.36503_123088478,0
HIP85365_57502.32461_112275334_OFF,0
HIP86032_57502.35747_105990991_OFF,1
HIP86032_57502.35747_112581811,2
HIP86032_57502.37260_106020381,1
HIP85365_57502.30947_106166805,1
HIP86032_57502.35747_97408432_OFF,1
HIP86032_57502.36503_114327645_OFF,2
HIP86032_57502.36503_96141095,1
HIP85365_57502.30947_111596081_OFF,2
HIP86032_57502.36503_174672071_OFF,3
HIP85365_57502.31704_111967017,4
HIP85365_57502.30947_106202787_OFF,1
HIP85365_57502.31704_106365168,1
HIP86032_57502.35747_106249183_OFF,1
HIP86032_57502.35747_106236838,1
HIP85582_57502.34912_112278720_OFF,0
HIP86032_57502.35747_141033984_OFF,5
HIP86032_57502.35747_96214921_OFF,1
HIP85582_57502.34912_96255939_OFF,1
HIP85582_57502.34912_113624757,2
HIP85365_57502.30947_105923853_OFF,1
HIP86032_57502.35747_123109258_OFF,0
HIP85582_57502.34912_114320088,2
HIP85582_57502.34127_105957619,1
HIP85365_57502.30947_106251446_OFF,1
HIP85582_57502.34127_112816112_OFF,0
HIP86032_57502.35747_97379851,1
HIP86032_57502.35747_97399606_OFF,1
HIP86032_57502.35747_150332928,5
HIP86032_57502.35747_112932871,2
HIP86032_57502.36503_174645621,3
HIP86032_57502.35747_123109581_OFF,0
HIP85365_57502.31704_88408423,6
HIP85365_57502.31704_106347533,1
HIP85365_57502.32461_112255629,0
HIP86032_57502.35747_123964157,0
HIP86032_57502.36503_123058004_OFF,0
HIP85365_57502.32461_112333750_OFF,0
HIP85365_57502.32461_112538393,2
HIP85365_57502.30947_112312918_OFF,0
HIP86032_57502.36503_96184121_OFF,1
HIP86032_57502.35747_150473054_OFF,4
HIP85365_57502.30947_112343499,0
HIP85365_57502.30947_106245456_OFF,1
HIP85365_57502.32461_116168253,0
HIP85582_57502.34912_113576741_OFF,4
HIP86032_57502.36503_174800444_OFF,3
HIP85582_57502.34912_114787900_OFF,0
HIP85582_57502.34912_114345251,2
HIP86032_57502.35747_148266496_OFF,5
HIP86032_57502.35747_96221622_OFF,1
HIP85582_57502.34912_174945125,1
HIP86032_57502.36503_114368870,2
HIP85582_57502.34912_113612850_OFF,2
HIP86032_57502.36503_65424630,0
HIP86032_57502.35747_112855895_OFF,0
HIP85365_57502.30947_112306942_OFF,0
HIP85582_57502.34127_112826449,0
HIP86032_57502.35747_123075560,0
HIP85582_57502.34912_121402880_OFF,0
HIP85365_57502.32461_116306284,0
HIP86032_57502.36503_114376573,2
HIP85365_57502.31704_111599930_OFF,1
HIP85582_57502.34912_174957468,1
HIP86032_57502.36503_96208808,1
HIP85582_57502.34912_106672554_OFF,1
HIP86032_57502.36503_96260298,1
HIP85365_57502.30947_105998944,1
HIP85365_57502.32461_112030840_OFF,0
HIP85365_57502.30947_105970386_OFF,1
HIP85582_57502.34127_105955775,1
HIP85365_57502.32461_112549951_OFF,2
HIP85365_57502.31704_107444230,1
HIP85365_57502.30947_106360774_OFF,1
HIP86032_57502.36503_123081371_OFF,0
HIP86032_57502.36503_96201402_OFF,1
HIP85582_57502.34912_113004726,2
HIP85365_57502.32461_112560479,2
HIP85365_57502.31704_106300629,1
HIP86032_57502.36503_174746132_OFF,3
HIP85365_57502.31704_88409284_OFF,5
HIP86032_57502.35747_112596898,2
HIP86032_57502.36503_96232084,1
HIP86032_57502.36503_122971430,0
HIP86032_57502.36503_122985752,0
HIP85582_57502.34912_113187046,6
HIP85582_57502.34912_106730392_OFF,1
HIP85365_57502.32461_116288699,0
HIP85365_57502.31704_106648701,1
HIP85365_57502.30947_112806860,0
HIP85365_57502.31704_90336952,6
HIP85365_57502.30947_112813428_OFF,0
HIP85365_57502.30947_112783655_OFF,0
HIP86032_57502.36503_96253597,1
HIP86032_57502.36503_96226441,1
HIP85365_57502.30947_112534220,2
HIP85582_57502.34127_105831991,1
HIP85582_57502.34912_112983483_OFF,2
HIP85365_57502.31704_112260315,0
HIP85582_57502.34912_174969812_OFF,1
HIP85365_57502.32461_112280072,0
HIP86032_57502.35747_106270343,1
HIP86032_57502.36503_96199632_OFF,1
HIP85365_57502.30947_106134370_OFF,1
HIP85582_57502.34912_113647781_OFF,2
HIP85582_57502.34912_175004727_OFF,1
HIP85365_57502.31704_112265807,0
HIP85582_57502.34127_105825376,1
HIP86032_57502.37260_106004080,1
HIP86032_57502.35747_106043224,1
HIP85365_57502.30947_112280399,0
HIP86032_57502.36503_96203527_OFF,1
HIP86032_57502.35747_123074160,0
HIP86032_57502.36503_174644210_OFF,3
HIP85365_57502.31704_112268714,0
HIP86032_57502.36503_113974761_OFF,4
HIP85365_57502.30947_112798138_OFF,0
HIP85365_57502.30947_105975343,1
HIP86032_57502.37260_106036173,1
HIP86032_57502.35747_106002667_OFF,1
HIP86032_57502.36503_96192236_OFF,1
HIP86032_57502.36503_90139610_OFF,5
HIP86032_57502.35747_123108397_OFF,0
HIP85365_57502.31704_91923303_OFF,5
HIP85365_57502.31704_90439139_OFF,5
HIP86032_57502.35747_41634924_OFF,3
HIP85365_57502.30947_106292713_OFF,1
HIP86032_57502.37260_106031317,1
HIP86032_57502.36503_174709102_OFF,3
HIP86032_57502.36503_96254296,1
HIP86032_57502.35747_112861387,0
HIP86032_57502.37260_106077514_OFF,1
HIP85365_57502.32461_112236785_OFF,0
HIP86032_57502.36503_174817372,3
HIP85365_57502.30947_105977076,1
HIP85365_57502.30947_106025405,1
HIP85365_57502.30947_105994712_OFF,1
HIP85365_57502.32461_116175897_OFF,0
HIP85365_57502.31704_106298513,1
HIP86032_57502.35747_112540955_OFF,2
HIP85365_57502.32461_116185203,0
HIP86032_57502.35747_112331750,0
HIP86032_57502.36503_123024301,0
HIP85582_57502.34127_112834848_OFF,0
HIP86032_57502.35747_105990991,1
HIP86032_57502.36503_174790921_OFF,3
HIP86032_57502.36503_105932951_OFF,1
HIP85582_57502.34127_105956130,1
HIP85365_57502.30947_112811221,0
HIP85365_57502.30947_112306296,0
HIP86032_57502.35747_112962857,2
HIP85365_57502.30947_106146006_OFF,1
HIP85365_57502.30947_112785001_OFF,0
HIP85582_57502.34912_113647491,2
HIP85365_57502.32461_112085541,0
HIP85365_57502.31704_89543955_OFF,5
HIP86032_57502.36503_123023224,0
HIP85365_57502.30947_112543536_OFF,2
HIP85582_57502.34912_174985330,3
HIP85365_57502.32461_112330197,0
HIP86032_57502.35747_112946009_OFF,2
HIP86032_57502.35747_96214206,1
HIP85365_57502.31704_111596336,2
HIP85365_57502.30947_106333627,1
HIP85582_57502.34912_113600878_OFF,4
HIP86032_57502.36503_114314431,2
HIP85582_57502.34912_114780955_OFF,0
HIP86032_57502.35747_123092681,0
HIP86032_57502.35747_106050276,1
HIP85582_57502.34127_112791023_OFF,0
HIP86032_57502.36503_88689331,3
HIP85582_57502.34912_174919733_OFF,1
HIP85365_57502.31704_68757857_OFF,4
HIP86032_57502.35747_112591539_OFF,2
HIP85582_57502.34127_112813420,0
HIP85582_57502.34912_113636055,2
HIP86032_57502.36503_114339341,2
HIP85365_57502.32461_116309859,0
HIP85365_57502.30947_106160818_OFF,5
HIP86032_57502.36503_105924833_OFF,1
HIP85582_57502.34912_122957865,0
HIP85582_57502.34912_114387618_OFF,2
HIP86032_57502.36503_89272622,6
HIP85365_57502.31704_112246801,0
HIP85365_57502.31704_90660838,6
HIP85365_57502.32461_112265374,0
HIP85365_57502.31704_112041127_OFF,0
HIP86032_57502.35747_106194519_OFF,1
HIP86032_57502.36503_174685120_OFF,1
HIP86032_57502.35747_112558929,2
HIP86032_57502.36503_123052938_OFF,0
HIP85365_57502.31704_106648701_OFF,1
HIP86032_57502.36503_123059830_OFF,0
HIP86032_57502.36503_96180235,1
HIP86032_57502.35747_106197340,1
HIP86032_57502.35747_96215989,1
HIP85582_57502.34912_174994499_OFF,1
HIP85365_57502.30947_111589405,2
HIP85365_57502.30947_106308970_OFF,1
HIP86032_57502.36503_113976877,4
HIP85582_57502.34912_113615270_OFF,2
HIP85365_57502.31704_90263097,6
HIP85365_57502.31704_112044304_OFF,0
HIP86032_57502.35747_112543266_OFF,2
HIP85365_57502.31704_112024706,0
HIP85365_57502.30947_112271946,0
HIP86032_57502.35747_105934247_OFF,1
HIP86032_57502.35747_106235424,1
HIP85365_57502.32461_112304300,0
HIP85365_57502.30947_105934786_OFF,1
HIP85582_57502.34127_112829949_OFF,0
HIP86032_57502.35747_106249533_OFF,1
HIP85365_57502.30947_106165403_OFF,1
HIP86032_57502.35747_106219559_OFF,1
HIP86032_57502.35747_112598399_OFF,2
HIP86032_57502.35747_106232607,1
HIP86032_57502.36503_174821604_OFF,3
HIP86032_57502.36503_96156965_OFF,1
HIP85365_57502.30947_106367832_OFF,1
HIP86032_57502.36503_96271231,1
HIP86032_57502.35747_112974810,2
HIP85365_57502.30947_106683860_OFF,1
HIP85582_57502.34127_112837540,0
HIP85365_57502.30947_112844063,0
HIP86032_57502.36503_174824778,3
HIP85365_57502.30947_112790600_OFF,0
HIP85365_57502.31704_106342233_OFF,1
HIP86032_57502.37260_106023483,1
HIP86032_57502.36503_96244075_OFF,1
HIP85365_57502.30947_106280376,1
HIP85582_57502.34912_121446811,0
HIP86032_57502.35747_105963167,1
HIP86032_57502.35747_106027698,1
HIP85365_57502.30947_106172456,1
HIP85365_57502.31704_106335538_OFF,1
HIP85365_57502.30947_106269085_OFF,1
HIP85582_57502.34912_112277589,0
HIP86032_57502.35747_112859018_OFF,0
HIP85582_57502.34912_114323426,2
HIP85365_57502.30947_105951328,1
HIP85365_57502.30947_106387263_OFF,1
HIP86032_57502.36503_96157318_OFF,1
HIP86032_57502.36503_174576145,3
HIP85365_57502.30947_106236661_OFF,1
HIP86032_57502.36503_114349612_OFF,2
HIP86032_57502.35747_106226937,1
HIP85582_57502.34912_96236542,1
HIP85582_57502.34127_105786317_OFF,1
HIP85582_57502.34127_105951191,1
HIP86032_57502.37260_106045923,1
HIP85582_57502.34127_112787954,0
HIP85582_57502.34912_112995525_OFF,2
HIP86032_57502.35747_106224495_OFF,1
HIP86032_57502.36503_174796917,3
HIP86032_57502.36503_174751775,3
HIP85582_57502.34912_106464831_OFF,1
HIP85582_57502.34912_113005065,2
HIP86032_57502.35747_106210733_OFF,1
HIP86032_57502.35747_123086220_OFF,0
HIP85365_57502.32461_112046130_OFF,0
HIP86032_57502.35747_123966316,4
HIP85365_57502.31704_106345418_OFF,1
HIP85582_57502.34912_122346692,0
HIP85582_57502.34912_96244674_OFF,1
HIP85582_57502.34912_122381526_OFF,0
HIP85365_57502.31704_97380754,1
HIP86032_57502.36503_174779283,3
HIP86032_57502.35747_106267875,1
HIP85365_57502.30947_112862853,0
HIP86032_57502.35747_112990957,2
HIP85582_57502.34912_174929255,3
HIP85582_57502.34912_111596327_OFF,2
HIP85365_57502.31704_111595052_OFF,2
HIP86032_57502.35747_106188515_OFF,1
HIP85582_57502.34912_174998378,3
HIP85365_57502.30947_106251102_OFF,1
HIP86032_57502.36503_88491125_OFF,5
HIP85365_57502.30947_105967913_OFF,1
HIP86032_57502.35747_123052942_OFF,0
HIP85582_57502.34912_174904216,1
HIP86032_57502.36503_122991459,0
HIP86032_57502.35747_106067905_OFF,1
HIP86032_57502.35747_97383723,1
HIP85365_57502.31704_112285727,0
HIP85365_57502.31704_89570726_OFF,6
HIP85582_57502.34912_114746982_OFF,0
HIP85582_57502.34912_122361390,0
HIP86032_57502.36503_96171072,1
HIP86032_57502.35747_112593080_OFF,2
HIP86032_57502.36503_174693937_OFF,3
HIP85365_57502.30947_106209142_OFF,1
HIP85365_57502.30947_106349500,1
HIP85582_57502.34127_105935320_OFF,1
HIP86032_57502.36503_96162961_OFF,1
HIP85582_57502.34912_112257830,0
HIP85365_57502.32461_116307276,0
HIP85582_57502.34912_112971389,2
HIP85365_57502.32461_116318103,0
HIP85365_57502.30947_106294830,1
HIP85582_57502.34912_114385821,2
HIP85365_57502.30947_106005320,1
HIP85365_57502.30947_106260990_OFF,1
HIP85365_57502.30947_105999677,1
HIP86032_57502.35747_97417587_OFF,1
HIP86032_57502.35747_106054501_OFF,1
HIP85365_57502.31704_88568928,6
HIP85365_57502.31704_90420630_OFF,5
HIP85365_57502.30947_106208073_OFF,1
HIP86032_57502.35747_123126061,0
HIP86032_57502.36503_174770114_OFF,3
HIP85582_57502.34912_121420665,0
HIP86032_57502.35747_123142423,0
HIP86032_57502.35747_112949910_OFF,2
HIP85582_57502.34912_174977571_OFF,1
HIP85365_57502.30947_106210897,1
HIP85582_57502.34127_105831991_OFF,1
HIP85582_57502.34127_105971360_OFF,1
HIP85365_57502.31704_111594252_OFF,2
HIP86032_57502.36503_96151322,1
HIP86032_57502.35747_106207917,1
HIP85582_57502.34912_113187046_OFF,6
HIP86032_57502.35747_152810910,4
HIP86032_57502.35747_112953926_OFF,2
HIP86032_57502.36503_114338828_OFF,2
HIP85365_57502.30947_106173164_OFF,1
HIP86032_57502.36503_122967118,0
HIP86032_57502.36503_174802560,3
HIP86032_57502.36503_174668545_OFF,3
HIP85365_57502.30947_112802553_OFF,0
HIP85582_57502.34912_121461853,0
HIP85365_57502.30947_106151651_OFF,1
HIP85365_57502.32461_112331812_OFF,0
HIP85365_57502.32461_112337573_OFF,0
HIP85365_57502.30947_105943922,1
HIP85582_57502.34127_112725606_OFF,4
HIP85582_57502.34912_96255586,1
HIP86032_57502.37260_106061297,1
HIP86032_57502.36503_96177061_OFF,1
HIP85365_57502.30947_112937506,2
HIP86032_57502.36503_174734847_OFF,3
HIP85582_57502.34127_112759365,0
HIP85582_57502.34127_112926713,2
HIP85365_57502.31704_112318354,0
HIP85365_57502.30947_111989283_OFF,0
HIP85582_57502.34912_121459975_OFF,0
HIP86032_57502.36503_96166135,1
HIP86032_57502.36503_65429305_OFF,0
HIP86032_57502.36503_65374029_OFF,0
HIP85582_57502.34912_113607297,2
HIP85365_57502.30947_106012697,1
HIP85365_57502.30947_106329425_OFF,1
HIP85582_57502.34127_105932862_OFF,1
HIP86032_57502.35747_97638912_OFF,5
HIP86032_57502.36503_96139332_OFF,1
HIP85365_57502.30947_112323363_OFF,0
HIP85582_57502.34127_112824780_OFF,0
HIP86032_57502.36503_174680183_OFF,3
HIP85365_57502.32461_112024702,0
HIP85365_57502.32461_112065405_OFF,0
HIP85365_57502.31704_68751295_OFF,2
HIP86032_57502.35747_105984679,1
HIP85582_57502.34912_112997836_OFF,2
HIP85582_57502.34912_113024675_OFF,4
HIP85365_57502.30947_106665492,1
HIP85365_57502.30947_106259579,1
HIP85365_57502.30947_105966151,1
HIP85365_57502.30947_106424969,1
HIP85582_57502.34912_174906684_OFF,1
HIP86032_57502.36503_174744016_OFF,3
HIP86032_57502.35747_123114965_OFF,0
HIP85365_57502.30947_106216193,1
HIP85582_57502.34912_96264071_OFF,1
HIP85365_57502.30947_105921012,1
HIP86032_57502.35747_106090128_OFF,1
HIP85582_57502.34127_112847070_OFF,0
HIP85365_57502.32461_112566065_OFF,2
HIP86032_57502.36503_174727441_OFF,1
HIP85365_57502.32461_112296224,0
HIP86032_57502.35747_106236129_OFF,1
HIP86032_57502.35747_123120031_OFF,0
HIP86032_57502.35747_106072490_OFF,1
HIP86032_57502.35747_96228680_OFF,1
HIP85365_57502.30947_112845140_OFF,0
HIP85365_57502.31704_106369717,1
HIP85365_57502.31704_106325669_OFF,1
HIP85365_57502.30947_106397844_OFF,1
HIP86032_57502.36503_174562391,3
HIP85582_57502.34912_114345765_OFF,2
HIP85365_57502.30947_106277582_OFF,1
HIP86032_57502.36503_122905746_OFF,0
HIP85365_57502.30947_112339838,0
HIP85365_57502.30947_112934168,2
HIP86032_57502.36503_96212335,1
HIP86032_57502.35747_112837159,0
HIP86032_57502.35747_112943412_OFF,2
HIP85582_57502.34912_174958527,1
HIP86032_57502.36503_96184826,1
HIP85365_57502.32461_112248253_OFF,0
HIP86032_57502.35747_97382672,1
HIP85365_57502.30947_105975668,1
HIP85365_57502.31704_112079245,0
HIP86032_57502.35747_112941601_OFF,2
HIP86032_57502.35747_106056977,1
HIP85582_57502.34127_105913987_OFF,1
HIP85365_57502.30947_106305766_OFF,1
HIP86032_57502.35747_97397132_OFF,1
HIP86032_57502.35747_112594268,2
HIP86032_57502.36503_174785279_OFF,3
HIP86032_57502.36503_174793743,3
HIP86032_57502.35747_106256584_OFF,1
HIP86032_57502.35747_112337403,0
HIP85365_57502.30947_106286034_OFF,1
HIP85582_57502.34127_112816435,0
HIP85582_57502.34912_121428380_OFF,2
HIP85365_57502.31704_111594795_OFF,2
HIP86032_57502.35747_106040755,1
HIP86032_57502.36503_105934714,1
HIP86032_57502.35747_106032987_OFF,1
HIP85365_57502.32461_116284026_OFF,0
HIP86032_57502.36503_91439616_OFF,5
HIP85365_57502.30947_112309203_OFF,0
HIP85365_57502.31704_112304571_OFF,0
HIP85582_57502.34912_175006842_OFF,1
HIP85582_57502.34912_175033998_OFF,1
HIP86032_57502.36503_175630874,3
HIP85365_57502.30947_106180951,1
HIP85582_57502.34912_175008606_OFF,1
HIP85582_57502.34912_122344485_OFF,0
HIP86032_57502.36503_96142506_OFF,1
HIP85365_57502.30947_106378094,1
HIP85582_57502.34912_114368617_OFF,2
HIP85582_57502.34127_105834283,1
HIP85365_57502.30947_106353054_OFF,1
HIP85365_57502.30947_112059382,0
HIP85365_57502.31704_106413126,1
HIP85365_57502.31704_90393942,6
HIP85365_57502.30947_112857092,0
HIP85365_57502.30947_106167173_OFF,1
HIP85582_57502.34912_112238017,0
HIP85365_57502.32461_112285456,0
HIP86032_57502.35747_96225157,1
HIP86032_57502.35747_123775184_OFF,4
HIP85582_57502.34912_121448654,0
HIP85582_57502.34127_105865054_OFF,1
HIP86032_57502.36503_65385207,0
HIP85582_57502.34127_112837163,0
HIP85582_57502.34127_112765126_OFF,0
HIP86032_57502.36503_113641700,2
HIP86032_57502.36503_96155907_OFF,1
HIP86032_57502.35747_106230138_OFF,1
HIP86032_57502.36503_65395164,0
HIP86032_57502.35747_112573308_OFF,2
HIP85582_57502.34127_112777132_OFF,0
HIP85365_57502.31704_89626268,6
HIP85365_57502.32461_116347195_OFF,0
HIP86032_57502.35747_105963871,1
HIP86032_57502.36503_114357789_OFF,2
HIP86032_57502.36503_174662902_OFF,3
HIP86032_57502.36503_174638920_OFF,3
HIP85365_57502.30947_105987334_OFF,1
HIP85365_57502.30947_106245456,1
HIP85365_57502.31704_91923303,6
HIP86032_57502.36503_96218669,1
HIP86032_57502.36503_96139332,1
HIP86032_57502.35747_106081305_OFF,1
HIP85365_57502.30947_106174569,1
HIP85582_57502.34912_96233015_OFF,1
HIP85582_57502.34912_115612500,2
HIP86032_57502.36503_174692879_OFF,3
HIP85365_57502.31704_90761606,6
HIP86032_57502.35747_112854011_OFF,0
HIP86032_57502.36503_174740490,3
HIP85365_57502.32461_116305010_OFF,0
HIP85582_57502.34912_174959937_OFF,1
HIP86032_57502.36503_174643505,3
HIP85582_57502.34912_96237267_OFF,1
HIP86032_57502.36503_96258168_OFF,1
HIP85582_57502.34912_96230558,1
HIP85365_57502.30947_106230290_OFF,1
HIP85582_57502.34912_174983566_OFF,1
HIP86032_57502.35747_106084133_OFF,1
HIP85365_57502.30947_106166108_OFF,1
HIP86032_57502.36503_114363221_OFF,2
HIP86032_57502.36503_105630359,1
HIP85582_57502.34912_111594243_OFF,2
HIP85582_57502.34912_114348846,4
HIP85365_57502.31704_112037089,0
